word,reading,meaning,,source,,related
折檻諫言,せっかんかんげん,臣下が自身の君主を厳しく諫めること。 「折檻」は手すりが折れること。 「諫言」は下の立場の者が、上の立場の者を諫める言葉。 中国の前漢の時代の朱雲は、成帝がひいきにしている臣下は奸臣であり、切り捨てるべきだと諫めた。 しかし、成帝はそれに怒り、朱雲を処刑するように命じると朱雲はそれに抵抗し、手すりにつかまったまま成帝を諫め続けていると、手すりが折れたという故事から。 厳しく戒めるという意味の「折檻」の語源とされている。,,『漢書』「朱雲伝」,１,
絶観忘守,ぜっかんぼうしゅ,禅宗の言葉で、真理のことを考えることをやめ、正しい実践を超越すること。 「絶観」は真理を追究することをやめること。 「忘守」は正しい実践を忘れること。 悟りを超越した境地をいう言葉。 「観を絶ち守を忘る」とも読む。,,牛頭法融「心銘」,,
窃玉偸香,せつぎょくとうこう,男性が女性に手を出して、男女の肉体関係にふけること。 「玉」と「香」はどちらも女性のたとえ。 「窃」と「偸」はどちらも盗むということ。 「玉を窃み香を偸む」とも読む。 「偸香窃玉」ともいう。,偸香窃玉（とうこうせつぎょく）,『西廂記』,１,
時期尚早,じきしょうそう,事を実行するのは、まだ時期が早すぎるという意味。 「尚早」はまだ時期ではないという意味。,,,準２,
雪月風花,せつげつふうか,四季の季節ごとの美しい自然の風景。 または、それらの風景を鑑賞して、詩歌を作る風流な様子のこと。 冬の雪、秋の月、夏の風（嵐）、春の花ということから。 「風花雪月」ともいう。,風花雪月（ふうかせつげつ）,,５,花鳥風月（かちょうふうげつ） 春花秋月（しゅんかしゅうげつ）
男耕女織,だんこうじょしょく,男性と女性、それぞれに天から与えられた、果たすべき仕事があるということ。 男性が畑を耕し、女性が機を織ることを仕事にするのは自然なことであるという意味から。,,薩都刺「桃源行」,準２,
談虎色変,だんこしきへん,実際に経験したことがある者だけが真実を知っているということ。 実際に虎に襲われたことがある人は、虎という言葉を聞くと、その恐怖を思い出して顔色が変わるという意味から。 「虎を談じて色変ず」とも読む。,,『程子遺書』「二」,,
箪食壺漿,たんしこしょう,自分たちを救ってくれた軍隊を民衆が感謝してもてなすこと。 「箪」は竹やひのきなどの薄い木の板で作られた、食べ物をいれるための容器。 「漿」は酒以外の飲み物や汁物のこと。 古代中国の燕の国は斉の国に破れたが、悪政に苦しんでいた燕の国の民は、斉の軍隊に感謝しもてなしたという故事から。,,『孟子』「梁恵王・下」,１,
箪食瓢飲,たんしひょういん,質素な食事のたとえ。 「箪」は竹でできた容器、わりご。 「瓢」は瓢箪でできた容器、ひさご。 わりご一杯の飯とひさご一杯の汁物だけの食事ということから。 孔子の弟子の顔回が、貧しい生活をしながらも勉学に励むのを孔子がほめた言葉から。,,『論語』「雍也」,準１,一汁一菜（いちじゅういっさい） 顔回箪瓢（がんかいたんぴょう） 朝齏暮塩（ちょうせいぼえん）
断章取義,だんしょうしゅぎ,自身の都合のいいように解釈するために、他人の書いた文章や詩などから引用すること。 「断章」は文章の一部の部分を抜き出すこと。 「取義」は自分の都合のいいように意味を取ること。 元にした文章などの文脈を無視して、都合のいい部分に使うことをいう言葉。 「章を断ちて義を取る」とも読む。,,『春秋左氏伝』「襄公二八年」,５,断章取意（だんしょうしゅい） 断章截句（だんしょうせっく）
兆載永劫,ちょうさいようごう ※「永」は「えい」とも、「劫」は「こう」とも読む。,限りなく長い時間のこと。 「兆載」は一兆年という意味。 「永劫」は仏教の言葉で、非常に長い時間という意味。,,,準１,
長枕大被,ちょうちんたいひ,同じ布団で寝るほどに兄弟や夫婦が仲睦まじいことのたとえ。 「被」は夜着や掛け布団のことで、元は夫婦仲がよいことだったが、玄宗皇帝が、息子兄弟が仲良く寝られるようにと、大きな布団と長い枕を作らせた故事から、兄弟の仲がよいことをいうようにもなった。,,『資治通鑑』「唐紀」,準１,大衾長枕（たいきんちょうちん）
長汀曲浦,ちょうていきょくほ,どこまでも遠くまで続く、美しい海岸線のこと。 長く続く波打ち際と曲がりくねった入り江という意味から。,,,準１,
糶糴斂散,ちょうてきれんさん,政府が米を豊作の時に買って保存しておいて、凶作の時に安く売ること。 「糶」は穀物を売ること。 「糴」は穀物を買うこと。 「斂」は集めるという意味。 「散」は配布するという意味。 経済政策の一つで、中国の春秋時代の斉の宰相の管仲に始まったとされ、米市場に適切に介入して、価格を安定させることができる。,,『文献通考』「市糴考」,１,賤斂貴発（せんれんきはつ） 賤斂貴出（せんれんきしゅつ）
色即是空,しきそくぜくう,「色」すなわち「この世の全ての事象や物体」で変化しないものはなく、全てのものの実体は「空」であるということ。 「色」はこの世に存在する全ての物質的な物や、人が認識できる全ての事象。 「空」は物質的には存在しているが実体ではないという意味。,,『般若心経』,４,一切皆空（いっさいかいくう）
頂天立地,ちょうてんりっち,誰に頼ることもなく、一人で堂々と生きていること。 「天を頂いて地に立つ」とも読む。,,『五灯会元』「二○」,５,
田夫野人,でんぷやじん,教養のない礼儀知らずで乱暴な人のこと。 「田夫」は農業を生業にする男性、農夫。 「野人」は田舎者という意味。 「野人田夫」ともいう。,野人田夫（やじんでんぷ）,,５,田夫野嫗（でんぷやおう） 田夫野老（でんぷやろう）
田夫野老,でんぷやろう,教養がなく、乱暴で礼儀を知らない人のこと。 「田夫」は農業を生業にする男性、農夫。 「野老」は田舎に住んでいる老人という意味。,,,５,田夫野嫗（でんぷやおう） 田夫野人（でんぷやじん）
天保九如,てんぽうきゅうじょ,長生きすることを願う言葉。 「天保」は『詩経』の「小雅」の中にある篇の名前で、天子の長寿と平安を祈る詩。 「九如」は「天保」の中で「如」の文字が九つ使われているということ。,,『詩経』「小雅・天保」,準１,千秋万歳（せんしゅうばんざい）
天歩艱難,てんぽかんなん,天運に恵まれないために非常に苦労すること。 または、天の運行が停滞すること。 「天歩」は天の運行。または、国家の運命のこと。 「艱難」は災難や苦労という意味。,,『詩経』「小雅・白華」,１,
顛撲不破,てんぼくふは,どうやっても議論で相手を言い負かすことができないこと。 「顛」はひっくり返すこと。 「撲」はたたくこと。 ひっくり返したり、たたいたりしても破れないという意味で、学説などが批判や、反論など一切できないほどに正しいことをいう。,,『朱子語類』「五」,準１,
得魚忘筌,とくぎょぼうせん,目的を達成するまでに役に立っていたものを達成したあとには忘れること。 「筌」は魚を捕まえるために水の中に設置する竹のかご。 魚を捕まえたあとは、筌のことを忘れるという意味から。 「魚を得て筌を忘る」とも読む。,,『荘子』「外物」,１,狡兎良狗（こうとりょうく） 鳥尽弓蔵（ちょうじんきゅうぞう） 得兎忘蹄（とくとぼうてい） 兎死狗烹（としくほう） 忘恩負義（ぼうおんふぎ）
