word,reading,example,,,level,meaning
盆地,ぼんち,ぼんちは夏、とても暑いんだ。,,,4,basin (e.g. between mountains)
自慢,じまん,私のじまんの娘も時には考えることより感じることの方を 重んじてくれればいいと思うのだがな,,,4,"pride, boast"
我慢,がまん,ひとつひとつはがまんできる事でも 積み重なれば いつか擦り切れてしまうものよ,,,4,"patience, endurance, perseverance"
漫画,まんが,あー　私も読んでないまんがとか枕元に溜まってるけど、 つい新しいのに手を出しちゃうんだよねー,,,4,"cartoon, comic, comic strip"
散漫,さんまん,タツミを逃がしたのも注意さんまんだが それより何より ナイトレイドを逃がしたというのが情けない,,,4,"vague, desultory, distracted"
眠る,ねむる,昨日は8時間ねむりました。,,,4,to sleep
仮眠,かみん,お疲れでしたらかみん室へ行かれては,,,4,"nap, doze"
矛,ほこ,私はね　君のような最強の盾を持っているわけでも すべてを貫く最強のほこを持っているわけでもない,,,4,"lance, pike"
霧,きり,きりの深い夜のことでした。,,,4,"fog, mist"
濃霧,のうむ,ルドルフは、いわばのうむのたちこめる世界に登場した輝けるスーパー・ノバであったのだ。,,,4,"heavy fog, dense fog, thick fog"
娘,むすめ,私のむすめはアメリカにいます。,,,4,"daughter, girl (i.e. a young, unmarried woman)"
生娘,きむすめ,彼女は１６歳　正真正銘のきむすめ,,,4,"virgin, innocent young woman"
茂る,しげる,森の神様が砂原を旅する人々のために木や竹を生やして、真青にしげりました。,,,4,"to grow thickly, to be in full leaf, to be rampant, to luxuriate, to be luxurious"
繁茂,はんも,「雑草のはんもした空き地」,,,4,"luxuriant growth, rankness (of weeds)"
猛者,もさ,まさか… こんなところで あのようなもさと遭遇するとは…,,,4,"tough guy, wild one, fearless fighter"
猛暑,もうしょ,扇風機だけでもうしょをやり過ごした,,,4,"heat wave, fierce heat"
網,あみ,少年はあみでその蝶を捕まえた。,,,4,"nt, netting"
法網,ほうもう,だがルビンスキーをほうもうにかけたのは あの軍務尚書だが 卿はそれについて どう思っているのだ ﾋﾞｯﾃﾝﾌｪﾙﾄ？,,,4,"net of the law, justice"
黙る,だまる,彼はいつもだまって仕事をします。,,,4,"to be silent, to say nothing"
指紋,しもん,「高島さんの携帯から、高島さんのしもん……それとあなたのしもんが検出されたわ……」,,,4,fingerprint
波紋,はもん,あれは一体 な…なんだ あのはもんは,,,4,"ripple, ring on the water"
活躍,かつやく,「ううむ、凄いかつやくだった。さすがアシュバル様の妹君じゃ」,,,4,"activity (esp. energetic), great efforts, conspicuous service"
雄,おす,うちの猫はおすです。,,,4,"male (animal, plant)"
英雄,えいゆう,まさか石仏如きに義理立てして 本当に人助けをして来るとはな やはり 真のえいゆう好漢は 見掛けによらぬものらしい,,,4,"hero, heroine, great person"
与える,あたえる,そのニュースは彼に大きなショックをあたえた。,,,4,"to give (esp. to someone of lower status), to bestow"
供与,きょうよ,故に 他国の干渉は必然です 共和国への借款から始まり、武器きょうよや義勇兵派兵もありうるかと,,,4,"giving, provision, furnishing"
与党,よとう,彼はよとうのメンバーです,,,4,"ruling party, government party, party in power, government"
誉れ,ほまれ,ほまれ高き銀翼突撃章をここに授与する,,,4,"honour, honor"
名誉,めいよ,ヤン提督 君は公人としての国家のめいよを擁護する立場にある,,,4,"honor, honour, credit, prestige"
溶ける,とける,暑さでアイスクリームがとけてしまった。,,,4,"to melt, to thaw, to fuse"
溶岩,ようがん,この女の体ごと爆裂して 貴様ら全員ようがん弾のような俺の血液でぶっ殺してやる,,,4,lava
童謡,どうよう,えっと… えー “かえるのうた”とかかな  それってどうようじゃ？,,,4,"children's song, nursery rhyme"
踊る,おどる,彼女はクラブでおどるのが好きです。,,,4,to dance (orig. a hopping dance)
舞踊,ぶよう,死のぶようか？,,,4,"dancing, dance"
右翼,うよく,その法案にうよくが反対しています,,,4,right-wing (politics)
翼,つばさ,それが集まるつばさの部分はあっ その… 性感帯として…,,,4,wing
頼る,たよる,人にたよらないで、自分でやってごらん。,,,4,"to rely on, to depend on, to count on"
頼む,たのむ,私はハンバーガーをたのみました。,,,4,"to request, to beg, to ask"
雷,かみなり,かみなりが鳴っています。,,,4,"lightning, thunder, thunderbolt"
雷雨,らいう,彼らはいつもさみだれの前 頃 現れて らいうが止む頃　山から姿を消すのだった,,,4,thunderstorm
絡む,からむ,「……何だよアウグストゥス。まだからむ気か？」,,,4,"to entangle, to entwine"
連絡,れんらく,仕事が終わったられんらくします。,,,4,"to contact, to get in touch"
欄,らん,お名前は上のらんにお書きください。,,,4,"section (e.g. in a newspaper), column, page"
離れる,はなれる,｢イゼルローンは同盟にとって最大の要衝だ｣ ｢その司令官がなんで任地をはなれるものか｣,,,4,"to be separated, to be apart"
粒子,りゅうし,もし撃てばりゅうしに引火して 全員めでたく宇宙の藻屑と化すぜ,,,4,"particle, grain"
粒,つぶ,その子は大つぶの涙を浮かべていたの。,,,4,"grain, bead, drop"
慮る,おもんぱかる,たとえ　余をおもんぱかってのことだとしても 余に対する偽りは　背信と心得。,,,4,"to consider carefully, to deliberate thoroughly, to think over"
考慮,こうりょ,それにヤンも恐らく 娘の任を解き イゼルローンに軟禁でもしているだろう こうりょする必要はない 分かりました,,,4,"consideration, taking into account"
遠慮,えんりょ,『ここら辺、全部を真っ平らにして、みんな殺しちゃうとか。 それならもう誰にえんりょすることなく思いっきり……』,,,4,"reserve, constraint, restraint, modesty"
治療,ちりょう,あとちりょう中の痛みを和らげる為にゲームもできるとか,,,4,"medical treatment, cure"
医療,いりょう,私の？ いりょうサイバネティック関係の記事をね  はぁ 昔の話は嫌い,,,4,"medical care, medical treatment"
隣,となり,となりの家には犬がいます。,,,4,"next (to), adjoining, adjacent"
隣人,りんじん,そう　ヤツらは決して友人じゃない ただの奇妙なりんじんだ 気を許すもんじゃない,,,4,"neighbour, neighbor, neighbourhood"
涙,なみだ,彼女の目からなみだがこぼれた。,,,4,"tear, tears"
落涙,らくるい,フン 貴様らごときになみだを見せる俺ではない よしんばらくるいしたとて俺のなみだは俺が拭く 他人の手は借りん,,,4,shedding tears
麗しい,うるわしい,これで カエル相手に 引き下がったなんて知れたら 美しくもうるわしいアクア様の 名が廃るわ！,,,4,"beautiful, lovely"
流麗,りゅうれい,ネテロの一連の動作はこの上なくりゅうれいかつ緩やかに行われたよう ピトーは感じたが…,,,4,"fluent, flowing, elegant"
齢,よわい,このよわいで言うのもなんですが、私は幼さなど とっくに捨て切っていたつもりでした。,,,4,(one's) age
年齢,ねんれい,そのねんれいで前線は対外的にもよろしくないのだろう,,,4,"age, years"
暦,こよみ,こよみの上では今日から冬ですね。,,,4,"calendar, almanac"
西暦,せいれき,申請の年月日をせいれきで書いてください。,,,4,"Common Era, CE"
劣る,おとる,ん あははは… 虫螻にもおとる 定命の者よ そのちっぽけな腕で 何ができると,,,4,"to be inferior to, to be less good at"
劣悪,れつあく,もし私がルドルフ大帝の時代に生まれていたら れつあく遺伝子排除法に引っ掛かって 処分されていたでしょう,,,4,"inferior, coarse, poor quality"
猛烈,もうれつ,彼はもうれつに働いた,,,4,"fierce, intense, severe, violent, strong"
強烈,きょうれつ,というわけだ カズマ こんなきょうれつなのは初めてだ,,,4,"strong, intense, severe"
恋,こい,彼女はこいをしてきれいになったね。,,,4,(romantic) love
恋愛,れんあい,それでも一応 とっかかりとして 言うだけのことは言っておくけれど れんあい関係の縺れだと思っておいて,,,4,"love, love-making, passion"
露,つゆ,知らねぇんだな!?　全然からきし微塵にもつゆほどにも知らねぇんだな!?　てめぇ勢いだけで飛び出しやがって、チクショウっ！,,,4,dew
暴露,ばくろ,友人が私の過去をばくろした,,,4,"disclosure, exposure, revelation"
野郎,やろう,このやろう その顔付きと言葉訛りは ドイツ人か,,,4,"guy, fellow, chap, buddy"
新郎,しんろう,そしてしんろうはブリアニア帝国第一皇子 オデュッセウスとかいう人,,,4,bridegroom
惑わす,まどわす,まどわされんなよ　スージーQの意志ではないぜ,,,4,"to bewilder, to perplex, to puzzle"
惑星,わくせい,カイザー･ラインハルトはわくせいフェザーンに帰着した,,,4,planet
迷惑,めいわく,人にめいわくをかけてはいけません。,,,4,"trouble, bother, annoyance"
腕,うで,彼のうでは太い。,,,4,"arm, skill, efforts, ability"
手腕,しゅわん,テレビ屋らしい発想だなぁ しかししゅわんは認めよう あれだけの時間でよくも…,,,4,"ability, capability, skill"
煙草,たばこ,「現在、政府与党でもたばこを特定保健用食品にしようという動きが活発です」,,,4,"tobacco, cigarette, cigaret"
吹雪く,ふぶく,途中でふぶいてきたから,,,4,to blow snow violently
団扇,うちわ,ねえ　お姉ちゃん　クーラー付けない？ またあんたはすぐそういうのに頼らないで うちわとかで我慢しなー,,,4,"uchiwa, type of traditional Japanese handheld fan"
経緯,いきさつ,そのいきさつを知ったのはちょうど一年が過ぎた頃だった,,,4,"details, particulars, whole story, sequence of events"
